,seed,nsim,ntaxa,lambda,mu,nu,M,Y,d_0,model,ngt,ngenes,rho,q,q10,q11,q12,q2,q3,A,A1,A2,B,C,C1,C2,D0good,D0anom,D0ambi,D1good,D1anom,D1ambi,D2good,D2anom,D2ambi,D0g_ex,D0a_ex,D1g_ex,D1a_ex,D2g_ex,D2a_ex,time
135,7786,800,4,1,0.9,0.5,0.5,0.25,1.2,1,300,295.5,0.6,800,498,103,42,145,12,187,42,145,187,54,4,50,481,0,120,32,0,10,15,2,128,601,0,40,2,145,0,59.936
136,7787,800,4,3,2.7,1.5,0.5,0.25,0.4,1,300,297.75,0.6,800,505,92,50,147,6,197,50,147,197,65,5,60,325,1,271,26,0,24,4,1,142,597,0,49,1,146,1,58.742
137,7788,800,4,0.1,0.01,0.05,0.25,0.25,12,1,300,295.5,0.6,800,547,115,37,89,12,126,37,89,126,8,0,8,651,0,11,37,0,0,66,0,23,662,0,37,0,89,0,58.075
138,7789,800,4,0.3,0.03,0.15,0.25,0.25,4,1,300,297.375,0.6,800,533,102,57,101,7,158,57,101,158,24,1,23,598,0,37,53,0,4,37,1,63,635,0,57,0,100,1,71.57
139,7790,800,4,1,0.1,0.5,0.25,0.25,1.2,1,300,295.875,0.6,800,539,116,36,98,11,134,36,98,134,33,0,33,555,1,99,35,0,1,11,2,85,655,0,36,0,97,1,57.243
140,7791,800,4,3,0.3,1.5,0.25,0.25,0.4,1,300,297.75,0.6,800,533,101,51,109,6,160,51,109,160,63,9,54,368,0,266,31,0,20,1,0,108,634,0,49,2,109,0,58.008
141,7792,800,4,0.1,0.09,0.05,0.25,0.25,12,1,300,296.25,0.6,800,499,121,55,115,10,170,55,115,170,11,0,11,608,0,12,53,0,2,80,0,35,620,0,55,0,115,0,60.99
142,7793,800,4,0.3,0.27,0.15,0.25,0.25,4,1,300,297.375,0.6,800,524,117,50,102,7,152,50,102,152,21,1,20,615,0,26,47,0,3,42,1,59,641,0,49,1,102,0,58.139
143,7794,800,4,1,0.9,0.5,0.25,0.25,1.2,1,300,294.375,0.6,800,526,103,64,92,15,156,64,92,156,21,5,16,523,0,106,46,0,18,17,0,75,629,0,61,3,92,0,70.972
144,7795,800,4,3,2.7,1.5,0.25,0.25,0.4,1,300,295.5,0.6,800,509,114,51,114,12,165,51,114,165,61,1,60,318,5,300,31,0,20,1,0,113,623,0,49,2,113,1,57.861
145,7796,800,4,0.1,0.01,0.05,0.5,0.25,2,1,300,300,0.8,800,733,32,14,21,0,35,14,21,35,2,0,2,755,0,10,14,0,0,10,0,11,765,0,14,0,21,0,58.547
146,7797,800,4,0.3,0.03,0.15,0.5,0.25,0.666666666666667,1,300,300,0.8,800,742,30,8,20,0,28,8,20,28,6,0,6,723,0,49,8,0,0,0,0,20,772,0,8,0,20,0,59.546
147,7798,800,4,1,0.1,0.5,0.5,0.25,0.2,1,300,299.625,0.8,800,736,26,10,27,1,37,10,27,37,14,0,14,652,0,110,10,0,0,0,0,27,762,0,10,0,27,0,57.992
148,7799,800,4,3,0.3,1.5,0.5,0.25,0.0666666666666667,1,300,300,0.8,800,741,25,19,15,0,34,19,15,34,11,1,10,469,5,292,12,0,7,0,0,15,766,0,19,0,15,0,58.473
149,7800,800,4,0.1,0.09,0.05,0.5,0.25,2,1,300,299.625,0.8,800,736,29,13,21,1,34,13,21,34,0,0,0,748,0,17,13,0,0,11,0,10,765,0,13,0,21,0,55.901
